/home/biw23007/tanvir/LLM_unlearning/.venv/lib/python3.11/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
loading model: microsoft/Llama2-7b-WhoIsHarryPotter
`torch_dtype` is deprecated! Use `dtype` instead!
Setting pad token to eos token, no specfic logic defined for this model. This might be wrong. Check padding_side and unk_token_id.
tokenizer fixed: pad_token='<unk>' (id 0), padding_side=left
Using all intermediate layers: tensor([32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15,
        14, 13, 12, 11, 10,  9,  8,  7,  6,  5,  4,  3,  2,  1,  0]) for text generation
universal attack width = 1 token(s)
loading dataset: hp_qa_en
Using columns: '['Question', 'Affirmative Response']' from dataset 'hp_qa_en'
Dataset: hp_qa_en | Using whole dataset as training data with 55 rows
starting universal 1-token attack
Running universal attack
batch: 1/55 | iter: 0 | loss: 7.0859375 | train: True | batch_success: 0/1 | loss_sample: 7.0859375
batch: 19/55 | iter: 21 | loss: 0.260009765625 | train: True | batch_success: 0/1 | loss_sample: 0.260009765625
batch: 20/55 | iter: 21 | loss: 0.1993408203125 | train: True | batch_success: 1/1 | loss_sample: 0.1993408203125
batch: 21/55 | iter: 21 | loss: 0.7958984375 | train: True | batch_success: 0/1 | loss_sample: 0.79541015625
batch: 22/55 | iter: 21 | loss: 0.216064453125 | train: True | batch_success: 0/1 | loss_sample: 0.216064453125
batch: 23/55 | iter: 21 | loss: 0.39599609375 | train: True | batch_success: 0/1 | loss_sample: 0.39599609375
batch: 24/55 | iter: 21 | loss: 0.0965576171875 | train: True | batch_success: 1/1 | loss_sample: 0.09661865234375
batch: 25/55 | iter: 21 | loss: 0.4775390625 | train: True | batch_success: 0/1 | loss_sample: 0.4775390625
batch: 26/55 | iter: 21 | loss: 0.307861328125 | train: True | batch_success: 0/1 | loss_sample: 0.307861328125
batch: 27/55 | iter: 21 | loss: 0.453125 | train: True | batch_success: 0/1 | loss_sample: 0.453125
batch: 28/55 | iter: 21 | loss: 0.34326171875 | train: True | batch_success: 0/1 | loss_sample: 0.34326171875
batch: 29/55 | iter: 21 | loss: 0.63134765625 | train: True | batch_success: 0/1 | loss_sample: 0.63134765625
batch: 30/55 | iter: 21 | loss: 0.787109375 | train: True | batch_success: 0/1 | loss_sample: 0.787109375
batch: 31/55 | iter: 21 | loss: 0.4873046875 | train: True | batch_success: 0/1 | loss_sample: 0.4873046875
batch: 32/55 | iter: 21 | loss: 0.35302734375 | train: True | batch_success: 0/1 | loss_sample: 0.35302734375
batch: 33/55 | iter: 21 | loss: 0.59765625 | train: True | batch_success: 0/1 | loss_sample: 0.59765625
batch: 34/55 | iter: 21 | loss: 0.1356201171875 | train: True | batch_success: 1/1 | loss_sample: 0.1356201171875
batch: 35/55 | iter: 21 | loss: 0.2156982421875 | train: True | batch_success: 1/1 | loss_sample: 0.2156982421875
batch: 36/55 | iter: 21 | loss: 0.301025390625 | train: True | batch_success: 0/1 | loss_sample: 0.30126953125
batch: 37/55 | iter: 21 | loss: 0.3671875 | train: True | batch_success: 0/1 | loss_sample: 0.3671875
batch: 38/55 | iter: 21 | loss: 0.3154296875 | train: True | batch_success: 0/1 | loss_sample: 0.315185546875
batch: 39/55 | iter: 21 | loss: 0.31787109375 | train: True | batch_success: 0/1 | loss_sample: 0.31787109375
batch: 40/55 | iter: 21 | loss: 0.37841796875 | train: True | batch_success: 1/1 | loss_sample: 0.37841796875
batch: 41/55 | iter: 21 | loss: 0.339111328125 | train: True | batch_success: 0/1 | loss_sample: 0.339111328125
batch: 42/55 | iter: 21 | loss: 0.1390380859375 | train: True | batch_success: 1/1 | loss_sample: 0.1390380859375
batch: 43/55 | iter: 21 | loss: 0.32373046875 | train: True | batch_success: 0/1 | loss_sample: 0.32373046875
batch: 44/55 | iter: 21 | loss: 0.285400390625 | train: True | batch_success: 0/1 | loss_sample: 0.28564453125
batch: 45/55 | iter: 21 | loss: 0.408447265625 | train: True | batch_success: 0/1 | loss_sample: 0.408447265625
batch: 46/55 | iter: 21 | loss: 0.84033203125 | train: True | batch_success: 0/1 | loss_sample: 0.83984375
batch: 47/55 | iter: 21 | loss: 0.110595703125 | train: True | batch_success: 1/1 | loss_sample: 0.110595703125
batch: 48/55 | iter: 21 | loss: 0.50634765625 | train: True | batch_success: 0/1 | loss_sample: 0.50634765625
batch: 49/55 | iter: 21 | loss: 0.297119140625 | train: True | batch_success: 0/1 | loss_sample: 0.297119140625
batch: 50/55 | iter: 21 | loss: 0.60107421875 | train: True | batch_success: 0/1 | loss_sample: 0.60107421875
batch: 51/55 | iter: 21 | loss: 0.25537109375 | train: True | batch_success: 0/1 | loss_sample: 0.25537109375
batch: 52/55 | iter: 21 | loss: 0.208984375 | train: True | batch_success: 0/1 | loss_sample: 0.208984375
batch: 53/55 | iter: 21 | loss: 0.5283203125 | train: True | batch_success: 0/1 | loss_sample: 0.5283203125
batch: 54/55 | iter: 21 | loss: 0.392578125 | train: True | batch_success: 0/1 | loss_sample: 0.392578125
batch: 55/55 | iter: 21 | loss: 0.377197265625 | train: True | batch_success: 0/1 | loss_sample: 0.37744140625
batch: 1/55 | iter: 22 | loss: 1.69921875 | train: True | batch_success: 0/1 | loss_sample: 1.7001953125
batch: 2/55 | iter: 22 | loss: 0.43505859375 | train: True | batch_success: 0/1 | loss_sample: 0.43505859375
batch: 3/55 | iter: 22 | loss: 0.1748046875 | train: True | batch_success: 0/1 | loss_sample: 0.1749267578125
batch: 4/55 | iter: 22 | loss: 0.38525390625 | train: True | batch_success: 0/1 | loss_sample: 0.38525390625
batch: 5/55 | iter: 22 | loss: 0.449951171875 | train: True | batch_success: 0/1 | loss_sample: 0.449951171875
batch: 6/55 | iter: 22 | loss: 0.6533203125 | train: True | batch_success: 0/1 | loss_sample: 0.6533203125
batch: 7/55 | iter: 22 | loss: 0.306640625 | train: True | batch_success: 0/1 | loss_sample: 0.306396484375
batch: 8/55 | iter: 22 | loss: 0.1864013671875 | train: True | batch_success: 0/1 | loss_sample: 0.1864013671875
batch: 9/55 | iter: 22 | loss: 0.6845703125 | train: True | batch_success: 0/1 | loss_sample: 0.68505859375
batch: 10/55 | iter: 22 | loss: 0.318603515625 | train: True | batch_success: 0/1 | loss_sample: 0.318603515625
batch: 11/55 | iter: 22 | loss: 0.339599609375 | train: True | batch_success: 0/1 | loss_sample: 0.339599609375
batch: 12/55 | iter: 22 | loss: 0.213134765625 | train: True | batch_success: 1/1 | loss_sample: 0.213134765625
batch: 13/55 | iter: 22 | loss: 0.36376953125 | train: True | batch_success: 0/1 | loss_sample: 0.364013671875
batch: 14/55 | iter: 22 | loss: 1.033203125 | train: True | batch_success: 0/1 | loss_sample: 1.033203125
batch: 15/55 | iter: 22 | loss: 0.378662109375 | train: True | batch_success: 0/1 | loss_sample: 0.378662109375
batch: 16/55 | iter: 22 | loss: 0.305419921875 | train: True | batch_success: 0/1 | loss_sample: 0.305419921875
batch: 17/55 | iter: 22 | loss: 0.376953125 | train: True | batch_success: 1/1 | loss_sample: 0.376953125
batch: 18/55 | iter: 22 | loss: 0.57470703125 | train: True | batch_success: 0/1 | loss_sample: 0.57470703125
batch: 19/55 | iter: 22 | loss: 0.132568359375 | train: True | batch_success: 0/1 | loss_sample: 0.132568359375
batch: 20/55 | iter: 22 | loss: 0.1817626953125 | train: True | batch_success: 0/1 | loss_sample: 0.1817626953125
batch: 21/55 | iter: 22 | loss: 0.81298828125 | train: True | batch_success: 0/1 | loss_sample: 0.81298828125
batch: 22/55 | iter: 22 | loss: 0.175048828125 | train: True | batch_success: 1/1 | loss_sample: 0.175048828125
batch: 23/55 | iter: 22 | loss: 0.40087890625 | train: True | batch_success: 0/1 | loss_sample: 0.40087890625
batch: 24/55 | iter: 22 | loss: 0.103515625 | train: True | batch_success: 1/1 | loss_sample: 0.103515625
batch: 25/55 | iter: 22 | loss: 0.4111328125 | train: True | batch_success: 0/1 | loss_sample: 0.4111328125
batch: 26/55 | iter: 22 | loss: 0.327392578125 | train: True | batch_success: 0/1 | loss_sample: 0.327392578125
batch: 27/55 | iter: 22 | loss: 0.4189453125 | train: True | batch_success: 0/1 | loss_sample: 0.4189453125
batch: 28/55 | iter: 22 | loss: 0.4716796875 | train: True | batch_success: 0/1 | loss_sample: 0.471923828125
batch: 29/55 | iter: 22 | loss: 0.60400390625 | train: True | batch_success: 0/1 | loss_sample: 0.60400390625
batch: 30/55 | iter: 22 | loss: 0.77392578125 | train: True | batch_success: 0/1 | loss_sample: 0.7734375
batch: 31/55 | iter: 22 | loss: 0.1556396484375 | train: True | batch_success: 1/1 | loss_sample: 0.15576171875
batch: 32/55 | iter: 22 | loss: 0.45458984375 | train: True | batch_success: 0/1 | loss_sample: 0.45458984375
batch: 33/55 | iter: 22 | loss: 0.53564453125 | train: True | batch_success: 0/1 | loss_sample: 0.53564453125
batch: 34/55 | iter: 22 | loss: 0.339111328125 | train: True | batch_success: 0/1 | loss_sample: 0.339111328125
batch: 35/55 | iter: 22 | loss: 0.432373046875 | train: True | batch_success: 0/1 | loss_sample: 0.432373046875
batch: 36/55 | iter: 22 | loss: 0.380859375 | train: True | batch_success: 0/1 | loss_sample: 0.380859375
batch: 37/55 | iter: 22 | loss: 0.3212890625 | train: True | batch_success: 1/1 | loss_sample: 0.3212890625
batch: 38/55 | iter: 22 | loss: 0.3681640625 | train: True | batch_success: 0/1 | loss_sample: 0.368408203125
batch: 39/55 | iter: 22 | loss: 0.226318359375 | train: True | batch_success: 0/1 | loss_sample: 0.2261962890625
batch: 40/55 | iter: 22 | loss: 0.2900390625 | train: True | batch_success: 0/1 | loss_sample: 0.2900390625
batch: 41/55 | iter: 22 | loss: 0.2890625 | train: True | batch_success: 0/1 | loss_sample: 0.2890625
batch: 42/55 | iter: 22 | loss: 0.128173828125 | train: True | batch_success: 1/1 | loss_sample: 0.128173828125
batch: 43/55 | iter: 22 | loss: 0.294189453125 | train: True | batch_success: 0/1 | loss_sample: 0.29443359375
batch: 44/55 | iter: 22 | loss: 0.259033203125 | train: True | batch_success: 0/1 | loss_sample: 0.259033203125
batch: 45/55 | iter: 22 | loss: 0.453857421875 | train: True | batch_success: 0/1 | loss_sample: 0.453857421875
batch: 46/55 | iter: 22 | loss: 1.0732421875 | train: True | batch_success: 0/1 | loss_sample: 1.0732421875
batch: 47/55 | iter: 22 | loss: 0.1038818359375 | train: True | batch_success: 1/1 | loss_sample: 0.1038818359375
batch: 48/55 | iter: 22 | loss: 0.42822265625 | train: True | batch_success: 0/1 | loss_sample: 0.42822265625
batch: 49/55 | iter: 22 | loss: 0.373291015625 | train: True | batch_success: 0/1 | loss_sample: 0.373291015625
batch: 50/55 | iter: 22 | loss: 0.5478515625 | train: True | batch_success: 0/1 | loss_sample: 0.5478515625
batch: 51/55 | iter: 22 | loss: 0.159912109375 | train: True | batch_success: 1/1 | loss_sample: 0.159912109375
batch: 52/55 | iter: 22 | loss: 0.1424560546875 | train: True | batch_success: 0/1 | loss_sample: 0.1424560546875
batch: 53/55 | iter: 22 | loss: 0.309814453125 | train: True | batch_success: 0/1 | loss_sample: 0.31005859375
batch: 54/55 | iter: 22 | loss: 0.4013671875 | train: True | batch_success: 0/1 | loss_sample: 0.4013671875
batch: 55/55 | iter: 22 | loss: 0.332763671875 | train: True | batch_success: 0/1 | loss_sample: 0.332763671875
batch: 1/55 | iter: 23 | loss: 1.3759765625 | train: True | batch_success: 0/1 | loss_sample: 1.3759765625
batch: 2/55 | iter: 23 | loss: 0.53515625 | train: True | batch_success: 0/1 | loss_sample: 0.53466796875
batch: 3/55 | iter: 23 | loss: 0.234619140625 | train: True | batch_success: 0/1 | loss_sample: 0.2344970703125
batch: 4/55 | iter: 23 | loss: 0.4521484375 | train: True | batch_success: 0/1 | loss_sample: 0.451904296875
batch: 5/55 | iter: 23 | loss: 0.434814453125 | train: True | batch_success: 0/1 | loss_sample: 0.43505859375
batch: 6/55 | iter: 23 | loss: 0.64794921875 | train: True | batch_success: 0/1 | loss_sample: 0.64794921875
batch: 7/55 | iter: 23 | loss: 0.2197265625 | train: True | batch_success: 0/1 | loss_sample: 0.2197265625
batch: 8/55 | iter: 23 | loss: 0.21044921875 | train: True | batch_success: 0/1 | loss_sample: 0.21044921875
batch: 9/55 | iter: 23 | loss: 0.78515625 | train: True | batch_success: 0/1 | loss_sample: 0.78515625
batch: 10/55 | iter: 23 | loss: 0.251220703125 | train: True | batch_success: 0/1 | loss_sample: 0.251220703125
batch: 11/55 | iter: 23 | loss: 0.23388671875 | train: True | batch_success: 1/1 | loss_sample: 0.23388671875
batch: 12/55 | iter: 23 | loss: 0.1124267578125 | train: True | batch_success: 1/1 | loss_sample: 0.1124267578125
batch: 13/55 | iter: 23 | loss: 0.3408203125 | train: True | batch_success: 0/1 | loss_sample: 0.3408203125
batch: 14/55 | iter: 23 | loss: 1.1201171875 | train: True | batch_success: 0/1 | loss_sample: 1.1201171875
batch: 15/55 | iter: 23 | loss: 0.43896484375 | train: True | batch_success: 0/1 | loss_sample: 0.43896484375
batch: 16/55 | iter: 23 | loss: 0.374755859375 | train: True | batch_success: 0/1 | loss_sample: 0.374755859375
batch: 17/55 | iter: 23 | loss: 0.2548828125 | train: True | batch_success: 1/1 | loss_sample: 0.2548828125
batch: 18/55 | iter: 23 | loss: 0.4580078125 | train: True | batch_success: 0/1 | loss_sample: 0.4580078125
batch: 19/55 | iter: 23 | loss: 0.2032470703125 | train: True | batch_success: 0/1 | loss_sample: 0.2032470703125
batch: 20/55 | iter: 23 | loss: 0.215576171875 | train: True | batch_success: 1/1 | loss_sample: 0.2154541015625
batch: 21/55 | iter: 23 | loss: 0.78662109375 | train: True | batch_success: 0/1 | loss_sample: 0.78662109375
batch: 22/55 | iter: 23 | loss: 0.1585693359375 | train: True | batch_success: 1/1 | loss_sample: 0.158447265625
batch: 23/55 | iter: 23 | loss: 0.37939453125 | train: True | batch_success: 0/1 | loss_sample: 0.379150390625
batch: 24/55 | iter: 23 | loss: 0.08184814453125 | train: True | batch_success: 1/1 | loss_sample: 0.08184814453125
batch: 25/55 | iter: 23 | loss: 0.45703125 | train: True | batch_success: 0/1 | loss_sample: 0.45703125
batch: 26/55 | iter: 23 | loss: 0.293212890625 | train: True | batch_success: 0/1 | loss_sample: 0.293212890625
batch: 27/55 | iter: 23 | loss: 0.39013671875 | train: True | batch_success: 0/1 | loss_sample: 0.390380859375
batch: 28/55 | iter: 23 | loss: 0.447998046875 | train: True | batch_success: 0/1 | loss_sample: 0.447998046875
batch: 29/55 | iter: 23 | loss: 0.6767578125 | train: True | batch_success: 0/1 | loss_sample: 0.6767578125
batch: 30/55 | iter: 23 | loss: 0.76171875 | train: True | batch_success: 0/1 | loss_sample: 0.76123046875
batch: 31/55 | iter: 23 | loss: 0.365234375 | train: True | batch_success: 0/1 | loss_sample: 0.364990234375
batch: 32/55 | iter: 23 | loss: 0.3046875 | train: True | batch_success: 0/1 | loss_sample: 0.3046875
batch: 33/55 | iter: 23 | loss: 0.57861328125 | train: True | batch_success: 0/1 | loss_sample: 0.57861328125
batch: 34/55 | iter: 23 | loss: 0.1729736328125 | train: True | batch_success: 1/1 | loss_sample: 0.1729736328125
batch: 35/55 | iter: 23 | loss: 0.1881103515625 | train: True | batch_success: 1/1 | loss_sample: 0.1881103515625
batch: 36/55 | iter: 23 | loss: 0.293212890625 | train: True | batch_success: 0/1 | loss_sample: 0.29345703125
batch: 37/55 | iter: 23 | loss: 0.2958984375 | train: True | batch_success: 1/1 | loss_sample: 0.2958984375
batch: 38/55 | iter: 23 | loss: 0.433349609375 | train: True | batch_success: 0/1 | loss_sample: 0.433349609375
batch: 39/55 | iter: 23 | loss: 0.32080078125 | train: True | batch_success: 0/1 | loss_sample: 0.32080078125
batch: 40/55 | iter: 23 | loss: 0.2391357421875 | train: True | batch_success: 0/1 | loss_sample: 0.2391357421875
batch: 41/55 | iter: 23 | loss: 0.280029296875 | train: True | batch_success: 0/1 | loss_sample: 0.280029296875
batch: 42/55 | iter: 23 | loss: 0.170166015625 | train: True | batch_success: 1/1 | loss_sample: 0.170166015625
batch: 43/55 | iter: 23 | loss: 0.244140625 | train: True | batch_success: 0/1 | loss_sample: 0.244140625
batch: 44/55 | iter: 23 | loss: 0.223388671875 | train: True | batch_success: 0/1 | loss_sample: 0.223388671875
batch: 45/55 | iter: 23 | loss: 0.398681640625 | train: True | batch_success: 0/1 | loss_sample: 0.398681640625
batch: 46/55 | iter: 23 | loss: 0.94482421875 | train: True | batch_success: 0/1 | loss_sample: 0.94482421875
batch: 47/55 | iter: 23 | loss: 0.16455078125 | train: True | batch_success: 0/1 | loss_sample: 0.16455078125
batch: 48/55 | iter: 23 | loss: 0.463134765625 | train: True | batch_success: 0/1 | loss_sample: 0.46337890625
batch: 49/55 | iter: 23 | loss: 0.381103515625 | train: True | batch_success: 0/1 | loss_sample: 0.381103515625
batch: 50/55 | iter: 23 | loss: 0.58837890625 | train: True | batch_success: 0/1 | loss_sample: 0.58837890625
batch: 51/55 | iter: 23 | loss: 0.1998291015625 | train: True | batch_success: 1/1 | loss_sample: 0.19970703125
batch: 52/55 | iter: 23 | loss: 0.194091796875 | train: True | batch_success: 1/1 | loss_sample: 0.194091796875
batch: 53/55 | iter: 23 | loss: 0.33203125 | train: True | batch_success: 0/1 | loss_sample: 0.33203125
batch: 54/55 | iter: 23 | loss: 0.40966796875 | train: True | batch_success: 0/1 | loss_sample: 0.40966796875
batch: 55/55 | iter: 23 | loss: 0.431640625 | train: True | batch_success: 0/1 | loss_sample: 0.431640625
batch: 1/55 | iter: 24 | loss: 1.490234375 | train: True | batch_success: 0/1 | loss_sample: 1.490234375
batch: 2/55 | iter: 24 | loss: 0.485595703125 | train: True | batch_success: 0/1 | loss_sample: 0.485595703125
batch: 3/55 | iter: 24 | loss: 0.170166015625 | train: True | batch_success: 0/1 | loss_sample: 0.1700439453125
batch: 4/55 | iter: 24 | loss: 0.41064453125 | train: True | batch_success: 0/1 | loss_sample: 0.41064453125
batch: 5/55 | iter: 24 | loss: 0.486328125 | train: True | batch_success: 0/1 | loss_sample: 0.486083984375
batch: 6/55 | iter: 24 | loss: 0.6220703125 | train: True | batch_success: 0/1 | loss_sample: 0.6220703125
batch: 7/55 | iter: 24 | loss: 0.1842041015625 | train: True | batch_success: 0/1 | loss_sample: 0.18408203125
batch: 8/55 | iter: 24 | loss: 0.2100830078125 | train: True | batch_success: 0/1 | loss_sample: 0.2100830078125
batch: 9/55 | iter: 24 | loss: 0.64013671875 | train: True | batch_success: 0/1 | loss_sample: 0.64013671875
batch: 10/55 | iter: 24 | loss: 0.2353515625 | train: True | batch_success: 0/1 | loss_sample: 0.2353515625
batch: 11/55 | iter: 24 | loss: 0.25537109375 | train: True | batch_success: 0/1 | loss_sample: 0.25537109375
batch: 12/55 | iter: 24 | loss: 0.1036376953125 | train: True | batch_success: 1/1 | loss_sample: 0.10369873046875
batch: 13/55 | iter: 24 | loss: 0.420654296875 | train: True | batch_success: 0/1 | loss_sample: 0.4208984375
batch: 14/55 | iter: 24 | loss: 1.142578125 | train: True | batch_success: 0/1 | loss_sample: 1.142578125
batch: 15/55 | iter: 24 | loss: 0.359375 | train: True | batch_success: 0/1 | loss_sample: 0.359375
batch: 16/55 | iter: 24 | loss: 0.312744140625 | train: True | batch_success: 0/1 | loss_sample: 0.312744140625
batch: 17/55 | iter: 24 | loss: 0.476318359375 | train: True | batch_success: 1/1 | loss_sample: 0.476318359375
batch: 18/55 | iter: 24 | loss: 0.50927734375 | train: True | batch_success: 0/1 | loss_sample: 0.509765625
batch: 19/55 | iter: 24 | loss: 0.1861572265625 | train: True | batch_success: 0/1 | loss_sample: 0.1861572265625
batch: 20/55 | iter: 24 | loss: 0.1876220703125 | train: True | batch_success: 0/1 | loss_sample: 0.1876220703125
batch: 21/55 | iter: 24 | loss: 0.5732421875 | train: True | batch_success: 0/1 | loss_sample: 0.5732421875
batch: 22/55 | iter: 24 | loss: 0.20556640625 | train: True | batch_success: 0/1 | loss_sample: 0.20556640625
batch: 23/55 | iter: 24 | loss: 0.307861328125 | train: True | batch_success: 0/1 | loss_sample: 0.307861328125
batch: 24/55 | iter: 24 | loss: 0.0947265625 | train: True | batch_success: 1/1 | loss_sample: 0.0947265625
batch: 25/55 | iter: 24 | loss: 0.34130859375 | train: True | batch_success: 0/1 | loss_sample: 0.34130859375
batch: 26/55 | iter: 24 | loss: 0.2491455078125 | train: True | batch_success: 0/1 | loss_sample: 0.2491455078125
batch: 27/55 | iter: 24 | loss: 0.278076171875 | train: True | batch_success: 1/1 | loss_sample: 0.278076171875
batch: 28/55 | iter: 24 | loss: 0.33203125 | train: True | batch_success: 0/1 | loss_sample: 0.332275390625
batch: 29/55 | iter: 24 | loss: 0.5693359375 | train: True | batch_success: 0/1 | loss_sample: 0.5693359375
batch: 30/55 | iter: 24 | loss: 0.796875 | train: True | batch_success: 0/1 | loss_sample: 0.796875
batch: 31/55 | iter: 24 | loss: 0.306396484375 | train: True | batch_success: 1/1 | loss_sample: 0.306396484375
batch: 32/55 | iter: 24 | loss: 0.431396484375 | train: True | batch_success: 0/1 | loss_sample: 0.431396484375
batch: 33/55 | iter: 24 | loss: 0.422607421875 | train: True | batch_success: 0/1 | loss_sample: 0.422607421875
batch: 34/55 | iter: 24 | loss: 0.1046142578125 | train: True | batch_success: 1/1 | loss_sample: 0.1046142578125
batch: 35/55 | iter: 24 | loss: 0.2177734375 | train: True | batch_success: 0/1 | loss_sample: 0.2177734375
batch: 36/55 | iter: 24 | loss: 0.371826171875 | train: True | batch_success: 0/1 | loss_sample: 0.371826171875
batch: 37/55 | iter: 24 | loss: 0.2454833984375 | train: True | batch_success: 0/1 | loss_sample: 0.2454833984375
batch: 38/55 | iter: 24 | loss: 0.36376953125 | train: True | batch_success: 0/1 | loss_sample: 0.363525390625
batch: 39/55 | iter: 24 | loss: 0.29345703125 | train: True | batch_success: 0/1 | loss_sample: 0.293212890625
batch: 40/55 | iter: 24 | loss: 0.188232421875 | train: True | batch_success: 1/1 | loss_sample: 0.188232421875
batch: 41/55 | iter: 24 | loss: 0.30810546875 | train: True | batch_success: 0/1 | loss_sample: 0.308349609375
batch: 42/55 | iter: 24 | loss: 0.1241455078125 | train: True | batch_success: 1/1 | loss_sample: 0.1241455078125
batch: 43/55 | iter: 24 | loss: 0.1900634765625 | train: True | batch_success: 0/1 | loss_sample: 0.1900634765625
batch: 44/55 | iter: 24 | loss: 0.2186279296875 | train: True | batch_success: 0/1 | loss_sample: 0.2186279296875
batch: 45/55 | iter: 24 | loss: 0.424072265625 | train: True | batch_success: 0/1 | loss_sample: 0.424072265625
batch: 46/55 | iter: 24 | loss: 1.0302734375 | train: True | batch_success: 0/1 | loss_sample: 1.0302734375
batch: 47/55 | iter: 24 | loss: 0.0943603515625 | train: True | batch_success: 1/1 | loss_sample: 0.0943603515625
batch: 48/55 | iter: 24 | loss: 0.356689453125 | train: True | batch_success: 0/1 | loss_sample: 0.356689453125
batch: 49/55 | iter: 24 | loss: 0.367919921875 | train: True | batch_success: 0/1 | loss_sample: 0.367919921875
batch: 50/55 | iter: 24 | loss: 0.58251953125 | train: True | batch_success: 0/1 | loss_sample: 0.58251953125
batch: 51/55 | iter: 24 | loss: 0.1650390625 | train: True | batch_success: 1/1 | loss_sample: 0.1649169921875
batch: 52/55 | iter: 24 | loss: 0.13720703125 | train: True | batch_success: 0/1 | loss_sample: 0.13720703125
batch: 53/55 | iter: 24 | loss: 0.268310546875 | train: True | batch_success: 0/1 | loss_sample: 0.268310546875
batch: 54/55 | iter: 24 | loss: 0.402099609375 | train: True | batch_success: 0/1 | loss_sample: 0.402099609375
batch: 55/55 | iter: 24 | loss: 0.3271484375 | train: True | batch_success: 0/1 | loss_sample: 0.3271484375
batch: 1/55 | iter: 25 | loss: 1.4033203125 | train: True | batch_success: 0/1 | loss_sample: 1.4033203125
batch: 2/55 | iter: 25 | loss: 0.48388671875 | train: True | batch_success: 0/1 | loss_sample: 0.484130859375
batch: 3/55 | iter: 25 | loss: 0.1614990234375 | train: True | batch_success: 0/1 | loss_sample: 0.1614990234375
batch: 4/55 | iter: 25 | loss: 0.441162109375 | train: True | batch_success: 0/1 | loss_sample: 0.44140625
batch: 5/55 | iter: 25 | loss: 0.45703125 | train: True | batch_success: 0/1 | loss_sample: 0.45703125
batch: 6/55 | iter: 25 | loss: 0.6708984375 | train: True | batch_success: 0/1 | loss_sample: 0.6708984375
batch: 7/55 | iter: 25 | loss: 0.2215576171875 | train: True | batch_success: 0/1 | loss_sample: 0.2215576171875
batch: 8/55 | iter: 25 | loss: 0.2396240234375 | train: True | batch_success: 0/1 | loss_sample: 0.23974609375
batch: 9/55 | iter: 25 | loss: 0.53466796875 | train: True | batch_success: 0/1 | loss_sample: 0.5341796875
batch: 10/55 | iter: 25 | loss: 0.1302490234375 | train: True | batch_success: 1/1 | loss_sample: 0.130126953125
batch: 11/55 | iter: 25 | loss: 0.32080078125 | train: True | batch_success: 0/1 | loss_sample: 0.32080078125
batch: 12/55 | iter: 25 | loss: 0.2352294921875 | train: True | batch_success: 1/1 | loss_sample: 0.2352294921875
batch: 13/55 | iter: 25 | loss: 0.3359375 | train: True | batch_success: 0/1 | loss_sample: 0.3359375
batch: 14/55 | iter: 25 | loss: 1.1533203125 | train: True | batch_success: 0/1 | loss_sample: 1.1533203125
batch: 15/55 | iter: 25 | loss: 0.271728515625 | train: True | batch_success: 1/1 | loss_sample: 0.271728515625
batch: 16/55 | iter: 25 | loss: 0.3154296875 | train: True | batch_success: 0/1 | loss_sample: 0.3154296875
batch: 17/55 | iter: 25 | loss: 0.349609375 | train: True | batch_success: 1/1 | loss_sample: 0.349609375
batch: 18/55 | iter: 25 | loss: 0.5947265625 | train: True | batch_success: 0/1 | loss_sample: 0.5947265625
batch: 19/55 | iter: 25 | loss: 0.1868896484375 | train: True | batch_success: 0/1 | loss_sample: 0.186767578125
batch: 20/55 | iter: 25 | loss: 0.1844482421875 | train: True | batch_success: 1/1 | loss_sample: 0.1844482421875
batch: 21/55 | iter: 25 | loss: 0.611328125 | train: True | batch_success: 0/1 | loss_sample: 0.611328125
batch: 22/55 | iter: 25 | loss: 0.174072265625 | train: True | batch_success: 0/1 | loss_sample: 0.174072265625
batch: 23/55 | iter: 25 | loss: 0.291259765625 | train: True | batch_success: 0/1 | loss_sample: 0.291259765625
batch: 24/55 | iter: 25 | loss: 0.06207275390625 | train: True | batch_success: 1/1 | loss_sample: 0.06207275390625
batch: 25/55 | iter: 25 | loss: 0.3681640625 | train: True | batch_success: 0/1 | loss_sample: 0.3681640625
batch: 26/55 | iter: 25 | loss: 0.22314453125 | train: True | batch_success: 0/1 | loss_sample: 0.22314453125
batch: 27/55 | iter: 25 | loss: 0.331298828125 | train: True | batch_success: 0/1 | loss_sample: 0.331298828125
batch: 28/55 | iter: 25 | loss: 0.33203125 | train: True | batch_success: 0/1 | loss_sample: 0.331787109375
batch: 29/55 | iter: 25 | loss: 0.666015625 | train: True | batch_success: 0/1 | loss_sample: 0.666015625
batch: 30/55 | iter: 25 | loss: 0.75048828125 | train: True | batch_success: 0/1 | loss_sample: 0.75048828125
batch: 31/55 | iter: 25 | loss: 0.333740234375 | train: True | batch_success: 0/1 | loss_sample: 0.333740234375
batch: 32/55 | iter: 25 | loss: 0.25439453125 | train: True | batch_success: 0/1 | loss_sample: 0.25439453125
batch: 33/55 | iter: 25 | loss: 0.45654296875 | train: True | batch_success: 0/1 | loss_sample: 0.45654296875
batch: 34/55 | iter: 25 | loss: 0.1375732421875 | train: True | batch_success: 1/1 | loss_sample: 0.137451171875
